soil_quality,rainfall,fertilizer,temperature,humidity,yield
49,123,129,28.24121843323244,73.06243956230057,30.509089050193108
51,269,27,24.139704465725643,89.35242718933675,55.36275349294423
85,245,78,23.59992695131738,65.7922072451601,32.78591488979821
66,255,149,22.898324967755432,32.38984741864245,33.990508574649795
42,189,139,24.412192852830355,60.29112336762981,30.647090503326172
67,231,179,31.012720266947905,43.80055676315153,58.70297438170232
41,241,144,33.674901265756816,50.022790823058514,41.41963200940168
67,151,56,26.281131220325364,59.40420312889218,44.42184456830065
90,96,132,30.97493939015727,47.70304826464989,49.41949048252411
70,214,63,26.825053189077003,48.5772983259102,33.348562751574924
82,251,24,33.93019947347992,54.12098018461093,58.751217190592754
60,218,195,39.76972440640502,47.18744086537865,26.0930469029735
46,76,170,33.780339367657675,40.17005971087485,38.31258401977377
89,219,185,21.180611536753066,75.93361575427872,25.817570494097343
70,297,75,29.544699156679783,53.71270574243066,51.615029850415326
53,253,90,35.407749852690614,79.90543802939762,24.292707680877314
78,135,45,30.844832125071648,82.9630193708777,42.155984136543324
93,117,26,39.02126059445796,75.05780916910919,24.192251000026626
78,206,11,21.095433584084226,53.80038972251007,38.1064755273884
94,213,42,25.823110865913563,73.27932678128847,31.212319634905043
48,158,102,24.41436215279577,39.31323026271438,56.13187031837305
62,106,133,35.35244403527177,69.66694554933315,22.123831802838353
51,255,143,30.475861369680135,54.361923837231664,45.9975051920098
68,189,180,22.766884227060117,69.33866489950348,47.810049318311584
77,222,109,25.71186526922856,75.2874355285034,55.559284095248344
97,197,97,30.453186459927498,63.7611892819981,55.10917825244642
95,94,20,39.922579625072984,68.54871558329364,59.08225146430394
78,72,14,27.285847148307436,42.811675884315484,30.156374173884217
61,239,39,23.136521946793906,65.5619732825599,30.993015045910973
43,263,147,29.941330515833158,57.62845732771495,35.891709123104604
87,83,100,26.203727544661316,55.683171573432446,41.50307922545895
46,70,100,31.31933647657096,54.61894526227767,34.68567674405114
99,228,161,29.33420605570452,48.65544167915212,49.61185642179475
79,186,196,33.78979843425046,48.32007974318571,20.34180207638613
47,251,131,38.285814177350325,71.98238567703223,20.706172623127443
99,162,127,24.01028701537502,63.46798535013867,48.64227039323666
99,59,70,36.42360140736796,31.797126441819856,55.324848902029686
91,101,111,38.98531431097071,32.91151380473219,51.06189814928733
97,94,35,27.472193630359243,64.2071400628936,24.683664537113646
96,229,118,22.273254011933975,80.77700872830961,57.39896107727366
74,298,121,36.43822341565783,32.63866867253739,40.876504740276054
48,79,48,34.02191618876478,60.43241604660681,49.69180608341879
90,241,12,24.254244096681035,81.06812253034215,28.041847906527153
52,274,47,28.904471863651004,30.266878685929754,41.95182523736615
78,179,51,31.559844129797753,46.54763445610837,33.202432153744645
59,226,57,23.397081733028486,85.19521310076244,58.99043094114916
60,145,22,34.298256532591196,34.888177403494275,38.967845592508226
86,222,98,33.79765482788713,66.41978864996919,50.223079424187645
58,66,97,37.74253225023257,60.442899995959614,44.12927745438633
41,77,65,31.3454592885639,39.100761788932694,23.77194994891791
83,175,196,31.486260613912737,32.549220599168706,41.71711021630515
79,94,72,32.387747119386034,60.15522610467003,41.608634698720365
69,66,89,25.47566522763813,74.10781133934357,48.62837396706298
62,292,52,35.172117025560055,40.63456663947465,32.8763206643023
94,236,84,33.24998522525262,71.47918972922338,54.42608457065059
79,191,66,36.78291250921822,62.78299870512585,44.90414002784488
52,165,158,35.37172009945208,51.470785535443994,21.57365256215194
72,187,191,32.77144461008125,69.86582977350916,48.273431538581846
71,275,190,23.217843018191978,41.518606655029444,56.27867640167337
67,255,182,38.3829464641766,57.41587925708768,47.32588381221862
63,130,173,27.34424362766297,62.958298893893996,35.1998921757849
81,278,72,39.28597137033525,57.52173241593341,43.62595322424745
67,263,135,28.037416040010942,53.85008261143011,26.855930840778875
69,67,134,22.918765853663416,74.4548183740942,44.0502189423632
92,84,10,37.69679494999336,69.366057991341,40.03970978139702
95,225,101,35.901174802574104,68.36772512168503,21.04630753830861
80,107,128,35.72592112226279,83.50803869481373,32.87559544862175
68,164,170,21.788215014622363,89.61003944128785,27.64988996406511
73,67,41,37.58559666103935,64.03227199321246,35.62607707049132
90,229,195,31.92801274325722,50.896072661682595,29.673297173397945
61,207,135,29.407114725459074,76.73252095090888,53.36994791482097
64,86,35,38.263432428262774,38.52594376696997,47.90733956005532
53,89,70,33.32082704963881,60.77455026265075,49.604589665515086
49,55,121,22.66061647705972,61.470508917278366,34.43469240653441
49,128,154,30.390743521134073,89.00807205177915,20.137854606456354
47,298,78,32.732331776951256,89.46040889920286,28.766147688015927
53,212,38,37.97101395463268,77.9528482968532,50.21192817727939
84,203,72,25.597882033498003,58.38094126713479,44.11347229203187
77,154,143,35.8846777129483,62.83354739848701,41.543126626521214
71,140,114,35.99625807669492,49.184497891105465,31.220797418990188
92,207,196,22.560989696473616,79.79074222066885,23.02969307681554
84,124,124,20.344663655117458,74.79277163014237,51.39465880933367
71,165,30,31.628193917969128,76.28551726944738,21.546222719787234
42,201,182,35.78957772581971,38.320580289306115,22.365458754503713
99,171,182,31.088616486545945,53.918038278620465,31.797409425241675
59,104,96,36.26694970399751,62.24110142531666,42.917347095904546
52,255,44,32.44606280935028,37.47947811940733,59.68906066357876
94,264,61,33.06584723344601,52.11738158301557,23.625663015686428
62,58,55,20.563088515250513,35.24595134485263,38.92683197081168
58,155,66,21.771964058388523,87.53047363649584,44.070132122407585
55,111,51,34.50059235431749,75.07579977456145,52.92420961798613
75,160,86,35.256865647525785,67.24488725908571,47.584556604602305
74,195,107,30.84355956128652,42.29138601161685,52.309663184470644
86,294,25,31.803302549020692,50.04764623064847,40.898760284733626
86,100,142,32.28731679690155,38.66909411480159,37.358832140158654
89,152,10,22.099826377078987,62.16717761766026,44.74913269101417
93,68,159,33.3581720850186,79.23095938728807,56.03483237925316
46,118,57,29.569399535241008,31.1421913013887,42.03388648644356
91,166,131,32.05045953374558,36.1985201818407,44.22372476766923
76,131,35,31.26283657621045,43.76098643646681,33.51904612850056
47,172,43,35.26000496908078,72.84400458954528,43.84485782199435
64,82,123,26.37136527431963,83.63879032616083,45.11056491265802
62,157,67,27.47052490134904,75.1807402064695,50.13701944152989
49,215,144,27.83212613049159,61.49685301025368,42.88706780051915
69,62,34,35.24912198348025,36.30674184685623,27.902011786604966
72,226,194,28.622252436060705,75.29486246138922,43.27704337023187
50,122,149,23.541495434001092,36.3383844224328,31.914856363054103
74,139,168,39.66081940834057,50.86139130536357,23.492979801669588
66,230,36,29.867637279290953,48.479490689918435,53.01732525839444
92,178,95,22.18496166312126,51.5534078034964,22.642884513004873
42,61,171,33.40549911985405,49.77174260404161,45.26812940104536
86,201,127,34.78324715056967,76.1507830030026,59.53978451997908
88,178,90,30.004456778177907,40.303424037703124,23.50476685892039
89,117,84,32.92914436554643,80.75076300644153,28.80527375811654
47,184,102,23.4534972896546,81.49561484866425,50.43216850537789
94,165,43,27.358447705607578,59.45554936936266,23.87576526733494
52,141,124,23.236572067432324,36.36892490935544,53.30900101962806
81,278,174,27.744705127296168,64.52443434093854,20.010804894269114
42,296,195,31.256010443738383,79.25588230795049,55.5978936220751
59,293,122,28.850788143638265,47.3684111534611,22.672926092709798
85,246,121,31.864296814714812,80.26484545178933,56.879193943678146
84,88,69,30.035183467371034,70.61513116288069,54.58204932202846
74,81,35,26.356287468035127,89.23478644457013,41.58252475508387
52,226,135,22.868319962420244,79.48268180931993,51.11794513590333
59,208,182,25.053457228425543,42.09002784557909,22.995073915394123
63,157,54,24.014265037891995,56.94024357645052,25.40591407770689
96,128,41,34.14844587381421,36.21050788815649,34.77149374210687
94,52,80,36.39933688824762,34.180234008793455,41.498343523397295
48,290,32,34.40777210598851,72.36325445227033,54.72857039093528
69,159,176,32.87468293990317,84.77590828644063,41.70721790045763
64,224,182,26.15702707627539,88.41453100051511,46.60820729962214
55,160,72,34.219711182130226,46.22798125373198,47.19537680907902
94,64,79,32.101669199782926,42.10628051155953,55.102725103442
94,100,63,20.937867333752514,63.613193223673804,51.07018975494349
47,156,36,38.15224236786831,42.05160438480948,59.081211939224275
83,259,102,21.599076822032785,47.75442540409311,20.800505527525658
97,262,88,30.054158083176777,80.2335798047067,28.31314706227024
67,251,45,30.261383054381294,78.62777138860237,57.21782941727361
51,70,142,36.74014377516763,83.70439650021255,51.68880882811523
90,267,188,38.26135002084733,58.93461089570785,30.694509841397974
63,90,41,38.79351583019586,63.84514402160784,58.9698662048187
88,169,158,31.393442669579564,76.23537048976199,54.79524108938865
68,52,26,33.58084460423207,44.355931987175936,22.586289057170266
54,178,163,21.77039724825126,79.38561547695824,52.45239379806177
93,198,31,29.758320216880445,31.05344878973731,51.37950453402688
57,252,50,37.95713408484569,77.85959332870965,28.84612205908846
46,129,68,29.11394302076122,76.55447687115041,46.76986044352418
52,148,84,21.391878708668614,48.106796990555594,58.809036761253076
58,198,131,24.012822848329073,73.67474148966588,47.03475185795148
87,154,19,28.590138448709894,42.839616849783155,52.55060757998601
82,252,96,24.750566098181046,64.5739582592327,23.975460790437033
97,144,14,27.845851706834413,72.03520649497992,49.09835157401852
44,226,64,26.65923750672118,72.88193294415387,28.19018854831431
65,114,35,26.378581056319042,88.9761081013416,22.874166898143823
41,90,13,21.82329219513671,40.920339710739825,42.083096978361255
72,273,116,37.65429382173173,58.84791773343347,50.02444450389522
87,116,36,33.85412506930827,82.80627265434961,41.86979461780148
76,173,135,32.4676381693825,63.69075636420005,57.26387495905787
64,273,195,32.12938816190814,82.5833415254454,47.82665382264277
64,91,12,27.930044494293178,56.04352664353409,24.702992959819827
78,118,59,36.46630617702999,77.72108526762896,57.380727760349885
69,234,134,38.600799878558774,82.2029579408119,26.115519298190865
80,220,35,20.112344979908823,80.78636218263674,50.33021774389574
43,150,155,21.583969536760147,82.28190267343089,25.941747172123595
58,189,144,33.499512347325584,43.17328179643401,59.94321103197832
66,255,126,24.72133445446144,56.33904783691837,33.28750032506319
91,113,54,38.23409997539764,40.474312263507585,39.83717288245627
86,157,150,33.3482613023251,40.83247064655744,38.673500279390105
78,100,15,27.36582510317426,59.26963847107281,24.075888195026675
63,122,172,28.305648055588605,87.60526528255528,39.76059999978354
89,109,62,33.81765010493116,65.5146783780668,25.98023977202284
76,248,179,22.819282052042865,81.23070579503832,52.079232712888015
92,129,13,37.66823760493219,86.23103967136403,58.33253733638174
64,205,69,20.095433968603555,35.19452153184428,52.322337654618835
68,173,182,39.578939066077325,39.72383941077288,37.24255981623469
70,248,81,23.352909607261886,47.45050681068338,20.094855878175633
84,63,84,34.842227172277646,67.00662407957832,21.46573842637586
74,209,75,20.798494140863212,33.70375310976548,39.80140579752715
67,57,31,28.628577980861856,77.19927059156808,47.17949205361236
77,76,149,32.606273646282744,33.82732301535833,52.78056260629703
97,294,60,21.40454915186168,39.50590845388707,43.98126043521805
83,99,154,28.865870577998475,52.90247185021127,59.13252504974015
92,236,173,26.06272806220445,63.463191398881655,39.75112129171323
89,106,102,29.964872239343855,82.89028043642004,44.00115199829126
89,52,58,30.091530719382963,87.82378671584772,29.204092926814607
43,204,25,35.70463211684617,83.07852744268854,33.58641926383912
67,271,53,22.47009056889795,36.422679461095186,47.32526956151597
91,83,116,21.65439202094933,67.8737691152784,44.065653346501676
70,75,159,28.037804664775816,56.502874327204495,34.785955199485244
62,299,103,37.75039838753065,37.54753308667537,24.47927812918232
53,278,17,37.10539039344186,63.30674227515212,33.7046085937389
67,217,119,31.19985818562818,51.39949833512568,21.766223596636884
53,164,27,37.775476379422145,50.74727035778105,43.2306890391055
40,135,89,36.10687195097424,35.666707122672335,32.92061905059106
82,209,127,25.55878920186099,88.73117794024287,35.19394034127278
71,218,81,23.402125608916602,73.55759401342921,43.003528842430555
93,179,103,26.02313001953412,46.820052680425135,43.25151192466727
98,160,47,24.54235756877629,85.04850943425011,43.533732456329865
80,249,166,32.45437585317394,86.88523177981256,39.66364837211903
57,155,90,31.697982255493002,78.62249059900158,39.52489733715874
99,184,116,31.968747669055634,69.55890984667715,52.84877777064921
44,68,139,23.786070729828978,52.58259718335531,38.70217812562935
81,82,196,35.837254505528776,56.06079046504638,41.44120642060532
54,295,51,28.672521670852625,57.300675206062174,59.529195060098644
98,51,127,29.449038407330658,86.92575930306201,27.242002067722293
81,244,30,39.939236924224794,75.60807628175353,49.05683931125995
55,269,139,25.645435719254962,47.520858200217226,38.92748706969648
75,255,14,27.882760082154217,67.4784352172862,53.22166719489373
75,64,26,33.529264158081745,65.63403220291843,36.16130250461228
79,70,33,37.60826040380483,78.72761995837126,32.11957708081661
69,127,145,22.535620133680624,35.7185037589533,28.311447785819666
77,108,167,34.70091612854328,72.07629549106994,54.889486205449735
62,153,187,38.365610519911016,49.87019041951412,48.73313852662876
50,131,159,28.45849226853738,37.777922442743346,23.076018071302236
99,167,68,25.73453845867035,73.90639986459512,48.539609449449436
64,162,161,33.554742935498744,49.89876143210519,21.400625245945008
84,88,35,24.92147302476583,73.80742462024142,27.265056630435165
90,69,70,27.685794930945722,39.74621700365897,43.711908249870106
82,50,145,37.93826748179605,89.15566946862243,38.54041328933764
41,122,21,31.806651051827547,78.20448094082603,53.61934325740429
74,58,23,21.899545331996887,47.34910715977803,44.315615130185584
86,284,39,26.593950628927416,74.43145524371437,58.598982493269595
63,100,192,32.54530330234752,38.1479925455792,54.20734189351071
52,215,108,29.629952743093558,69.20624713012626,33.608611898399516
96,280,198,33.206786335031815,33.57821188223906,53.36603785136637
81,270,71,35.228828353606815,50.00324758601707,54.79741168511255
76,64,40,29.612302404094162,88.70775271931319,58.78899962257663
95,133,36,39.73903372603877,37.25522245248736,20.502517094990953
69,279,10,38.29347751347801,65.8454419464593,54.989772198920775
50,90,50,21.198148121373126,34.23632315795564,22.795812626649507
62,271,151,25.328622755004368,70.16407269176173,41.12463498363956
99,224,83,26.01087024619568,46.719729177632765,36.58654159009845
85,203,187,23.68580713340021,48.59853608745569,56.795264842543844
67,103,51,26.240330061009605,50.26815211771307,36.206073604180204
68,168,49,28.496412658709204,42.309408877536555,43.84170695439015
96,247,23,21.031019579849154,86.49944310425988,47.67514689376054
91,216,109,22.54600472264829,84.349910543721,20.761190263775873
54,66,100,21.924917575869674,82.20091379903346,43.637250146000966
84,247,148,20.926338782933012,36.38673280480728,40.71967341319555
97,177,115,29.629940406032368,44.006690310405254,43.76034558485779
42,141,58,26.6760616645229,66.73355155870556,23.029762322227562
48,58,174,38.70894459299423,88.22226008338967,22.22233480089104
47,268,115,22.055210708834757,66.28904293828103,27.101773497938602
86,276,147,38.52070671471344,49.62610570049016,54.78002702628692
94,95,191,21.730912347989182,79.04424667380783,34.25884273485274
72,183,16,32.384346932088704,38.12583299397399,37.36130203277299
73,245,90,24.954606747526405,82.90451300727887,35.60665123616752
48,65,149,36.5361129298775,88.48060740717176,48.57480520264035
92,264,110,21.229496540799396,88.05915923698277,30.379022049779675
56,161,64,39.05016311539251,38.86179380494772,22.73573408121137
80,136,173,20.945144006658005,62.97645040977597,35.126995736318584
40,206,16,24.822265366026677,65.09514177869056,49.113421407497725
79,218,161,29.2836945213478,41.695115425216756,56.5987212544358
44,245,43,35.12115773132431,62.806640833612576,22.03286256315526
69,111,135,39.022254350867385,68.79225443838442,52.419844835193395
50,153,38,28.56084862588752,49.737704684823555,22.64720619800338
67,169,35,35.14620187635745,48.940845990177,33.226424716699825
77,217,83,34.543251088904775,33.61430998667882,20.89206112421888
56,239,54,31.42337790581813,87.40953359546425,56.461667958302485
89,201,26,33.81838352201639,78.21695568053772,48.271559808005094
62,183,173,20.761333661323558,75.56694785426794,34.765409282501636
57,89,72,28.83154801795027,31.30673519651106,35.09826331698183
76,247,160,35.71721388120061,67.45854627552588,45.59371454005853
66,107,102,29.484422900054618,40.837712127474596,23.58593219472627
64,191,75,37.47009168453897,69.70305187831782,25.801945254279403
44,127,101,36.67275753129421,67.26932945852553,53.88896846355476
99,291,126,37.26892060344731,81.11552145983467,28.09252344507646
58,222,51,22.59993371256399,45.32604571888806,49.06665590821492
66,160,80,24.88282249132141,31.64770673725515,29.032116112883948
52,148,84,20.591945464242606,84.84665276255551,23.52585268779242
93,55,80,39.6560145372611,84.51816170878915,56.00129453099664
46,72,52,24.72276278833524,57.35157246292556,56.066911326930764
65,111,64,27.341866689644846,34.68528353562743,44.2124759050306
53,261,65,25.498528944568726,59.87813933006908,38.481353776221894
66,66,88,20.795872456908345,61.44085324660679,42.110396896605906
97,133,168,25.225160192202168,79.30352830639873,36.32509706897441
98,161,92,21.963913324154145,73.02608666197173,50.28698464033983
47,247,193,27.88566172769169,34.24827455571541,50.18242827659856
70,153,130,39.33648236673551,72.32025665520825,52.75918438956758
74,174,185,33.965247441276354,38.14436811187721,40.917043174771216
66,77,189,34.138015796157624,35.36832162296925,52.05367446427927
43,190,81,29.063518665825107,53.9164278860933,26.228743857753493
81,206,10,36.226080213788954,34.64181641005053,21.205389195668502
43,222,139,38.16568333835117,79.75613962709983,45.922121943945236
57,69,102,39.231000121676416,57.78775110040094,24.219040715407125
62,235,51,21.97980445492837,65.22022533972708,42.02679644334051
71,258,83,37.592880172929554,64.6118714102528,48.844998200042355
51,166,18,24.501657671517215,88.6865871809975,36.28341704909111
91,296,123,27.94533803981668,84.94695041677835,21.754908488708903
59,103,40,26.909543894240528,80.94768352712211,55.48525601195495
86,276,105,33.502600801735895,52.996153614788085,21.729801670857935
84,158,11,31.958490804675833,38.70598203029905,56.1901003940513
51,280,33,22.18209749536072,65.51202015042452,22.105223517022985
47,113,180,35.65645259029033,56.41896450660397,49.40637993874007
93,101,52,28.79290803602992,43.53159914475758,56.993870488944985
61,278,60,20.044436866592935,35.86152691566706,56.27921254804328
66,92,183,28.290065337216625,56.16559783964353,55.73539631473297
80,136,84,30.326631514943823,69.05206321928682,55.323144928383016
91,67,108,21.377493704164586,67.52338882423406,40.416389236478324
80,277,10,23.022705188324032,76.43528638926541,42.30763345040807
56,133,133,39.87144342981722,57.9932776154615,44.78869893040583
98,103,126,37.42390804044971,49.29837451563269,55.83793595075327
96,109,96,22.666548386932956,62.322025021919885,53.526416782541276
71,172,138,31.606187993925126,88.50036358616393,51.31914267593299
72,120,127,27.584865944346863,32.70543228277903,47.028968264428784
70,277,72,30.874808173998396,61.7199481939166,44.735348879486466
94,283,85,29.410703871347746,49.75587014254213,56.8986742724432
45,178,199,20.962978500513692,36.32101433534168,27.705767491353882
78,162,198,26.30840621981566,56.08023395784667,27.709000167421323
48,86,177,22.510411640562534,68.46984779897198,59.298781163422255
81,98,104,29.779361845814954,61.689934034628976,42.12636131956118
71,84,166,38.14633439959087,31.7505882158634,39.33496534535899
75,154,44,39.91065545139088,64.74704786930408,54.02381499304632
55,244,101,38.88506136964943,43.92015502804265,53.990716911352045
51,84,94,39.7139424994962,50.48859330245888,27.063920654776066
80,270,148,20.304926315607105,48.732284595547725,26.94289227732611
42,58,148,34.588939568880555,81.51079846649013,51.81059060261636
97,214,65,25.458976203530725,32.85438105818127,51.425297285979696
66,109,16,37.312359565382735,50.87980512142154,29.00746750755223
66,105,60,36.27466981248085,53.68898021170809,53.660405449726866
48,155,48,28.47349151765908,67.13005580902151,39.20204521213516
56,160,51,29.46521350206315,77.33789090877843,38.79956458693722
85,138,81,25.301833379850777,73.65990825989843,59.427743718728266
44,61,62,25.77608072440604,75.15732619749718,40.76858386328075
65,279,100,39.62348846720969,41.543220978207145,25.481815142580366
60,120,158,37.77705777340349,84.7042364247169,31.20623281530071
40,120,39,23.837379442299497,54.84892076766059,33.34728460318801
40,168,132,25.51049355729866,30.666541857041295,58.33867751624249
74,181,138,22.1729598612452,70.08577092509175,30.561495366465238
48,238,33,39.77741565959383,66.2401679426709,37.21611757414881
62,222,134,38.14419701061095,37.55745810535076,49.98542197912364
77,288,143,31.04195973974795,87.59205632456033,30.963852346735624
80,144,15,33.85786207894252,63.6938658487629,48.06568212860441
43,227,136,34.95893879181309,58.155839178539175,28.300703854265663
91,99,126,24.076224549204497,53.88733332224447,29.70069903397723
58,152,199,38.69332674662315,42.59108270361699,59.453277495219
76,251,44,30.534854274432334,87.16876855271713,34.757776371029124
44,225,137,21.849030750008538,72.12951834454017,49.187444624718324
67,72,88,27.94165215667338,64.05622493551604,53.6025238776173
85,139,44,32.03293112353134,67.87201210780434,33.87409263694739
81,264,57,27.056463829334064,80.42522750713576,34.28678005699162
94,142,123,33.98408855503662,68.14321685888858,50.92353841613769
87,57,114,37.64099960815909,36.87544373828242,44.280053770352964
62,260,81,35.43784248764264,71.83770952949513,34.47007666491193
77,78,52,32.85316040194608,63.89216255356616,49.98264254049225
91,220,44,30.243149628233304,87.98064645974233,54.54820026366508
62,102,142,25.089269715758267,74.02315288036944,29.40153139830266
85,183,40,29.098923299948666,50.64017495881569,20.974245355900713
57,270,115,25.859058142763544,38.123871084466565,30.965882659594573
68,73,168,38.68046762179449,58.93683554816454,46.97958556798818
67,169,110,38.14622313973322,70.76125684870698,56.61009006507631
48,251,17,23.11652766607159,40.63653107441544,54.52257492780778
78,292,15,36.452404423884396,68.96665645731099,28.886823957095405
89,173,96,34.058293935114804,79.53670548077434,55.24000666340028
49,191,190,39.504234411212096,39.423010703075064,52.42926880608431
41,101,89,29.26613137200357,72.34714221646107,49.37603800352096
52,119,53,34.44348742828766,34.09545801598889,47.52907515230928
77,53,186,30.35767840256753,30.477004973204018,52.28369966802144
66,235,145,21.388009933847115,31.95808117968394,54.469180342204304
94,165,73,20.935294994735354,67.89027465859145,52.76445859365842
80,256,141,22.442228857595715,88.40172316105125,24.873933694380362
59,86,41,25.92382127704834,76.28233512838516,48.88619077037944
79,97,62,25.182262116237506,45.26455560242984,53.65216883040747
49,171,122,34.566533374118,34.301321190050885,27.428240269946773
55,88,72,34.31845469844248,66.99924773957886,28.551901772961727
54,141,123,39.427891596987436,30.19373310913507,51.43907897801962
52,115,197,26.207816508847923,77.55513745632285,33.757168000155744
89,62,86,38.76904167561186,44.58723154553534,35.98804020109213
77,243,170,32.2570120697547,47.953024558495045,35.08637110107891
59,109,31,29.90617421980241,50.63873922440919,28.513300029661956
63,299,136,33.35682755626432,75.81317650309721,57.551771691166984
80,175,40,34.05510903171174,45.94451229304254,52.23439876332927
89,218,33,23.43858057718483,47.068253633223065,30.02156428437274
46,81,12,35.034310070705146,62.459516289220815,24.24348694383532
62,229,42,34.50345528933953,57.78003171774992,34.90440762787868
63,182,163,39.950645678975576,87.33418133006258,36.61233702899293
68,244,60,38.238955613449505,45.80379492484036,20.283685376188757
44,115,39,33.69320463368583,35.51347459623053,55.48608625392389
82,127,172,34.24727426193306,62.45888847535329,54.05135553701563
84,299,34,38.9197126766917,41.07117472034289,54.00653151798825
74,281,37,39.3435654596835,54.8176020165535,52.23213015985073
40,229,106,36.539303944302546,41.23187661391964,49.3250369923539
75,175,96,35.347870910143214,82.8581933235045,45.380827830943886
90,285,35,22.227316467297822,49.6469779391402,58.41157029461445
57,226,129,36.606443829612715,76.49205032050487,48.46919665050055
45,78,145,25.06391356911581,86.9162035868539,45.20980355819423
62,289,110,31.275685920384255,86.43303481062547,51.55300351574278
49,215,106,28.107449408756707,61.48806579899889,29.8506529893325
46,119,24,26.91214601274482,88.99530638279994,58.68582143943682
83,291,58,26.2050000293412,69.35623310258642,20.766479067882756
47,275,120,37.1085416131498,37.70933620207178,45.936198819666984
52,185,17,35.38272241343688,83.30261658349426,23.083768017291604
69,236,192,30.46897504817403,58.12135450521464,54.132236075810795
57,104,94,33.28960987728914,39.161657267636045,58.70560478703227
53,159,137,39.69055900688018,77.48530532455636,36.34442919170026
50,51,195,27.95070271555886,67.46418045465626,54.2865878642145
99,203,140,31.022012120191498,82.92725829664221,33.428853784843355
81,112,146,30.670474251489708,79.63934779938859,26.376147778240675
77,66,23,38.7194475030347,49.206625569365904,31.065975730623826
52,108,100,27.031248352217183,45.37887389996226,32.07367857427292
93,137,157,39.725095004354905,74.02971289376967,45.22672150394202
81,272,13,26.0939522714637,64.39877186679908,51.84592151230144
83,65,161,22.178140706480644,34.19248861098793,28.20866189588262
72,107,85,23.82747090484112,40.89826795772739,23.52825051017412
89,241,37,28.524426837284363,39.0812068086193,28.866073714772675
52,99,108,32.99511899666495,65.38781297147992,31.861512896487287
64,262,168,30.33650440048039,35.14573579005324,31.192586399782336
63,279,76,27.525563531488892,42.462056213509356,28.798018611802057
99,203,126,31.240665314135512,62.72258974881648,38.64000823128258
68,66,26,36.77612552629336,37.98340859455096,54.239313792431275
